Geneid	Length	SRR10758340	SRR10758341	SRR10758342	SRR10758343	SRR10758344	SRR10758345	SRR10758346	SRR10758347	SRR10758348	SRR10758349	SRR22746225	SRR22746226	SRR22746227	SRR22746228	SRR8508226	SRR8508227	SRR8508228	SRR8508229	SRR8508230	SRR8508231	SRR8508232	SRR8508233	SRR5877048	SRR5877049	SRR5877050	SRR5877051	SRR5877052	SRR5877053	SRR5877054	SRR5877055	SRR5877056	SRR5877057	SRR5877058	SRR5877059	SRR5877060	SRR5877061	SRR6715625	SRR6715626	SRR6715627	SRR6715628	SRR6715629	SRR6715630
EQU24_RS13245	897	390	496	832	407	753	488	1347	1146	432	997	4010	2918	2900	2483	1220	1204	1250	1411	639	1012	1410	767	5534	4089	2048	1514	1196	1602	2296	1800	1190	1902	1569	1487	1327	1117	714	545	353	2566	2113	1944
EQU24_RS13250	1323	273	426	1808	246	655	488	2826	2501	504	896	8468	6030	5586	5404	1460	1772	1394	1741	715	1195	1512	1130	10825	9924	3785	2469	1892	2832	4006	3915	1946	3741	2784	1741	2206	2025	1848	893	1017	4746	3453	3180
EQU24_RS13260	309	500	767	528	470	914	658	589	518	685	1004	10494	7381	7798	6323	1827	2170	1634	2252	866	1406	1868	1293	6316	5421	2635	1671	2210	2259	3579	2533	1954	2638	2930	2029	2224	2015	1194	799	759	2920	2259	2109
EQU24_RS13265	747	737	1027	1574	780	1057	742	1748	1470	680	1476	9875	7433	6640	5694	1505	1768	1320	1913	860	1169	1848	1024	8461	6641	4562	2987	3230	3788	5927	3845	2936	4412	4000	3883	3715	2317	2113	1267	1446	5171	4836	4533
EQU24_RS13270	585	181	264	347	158	188	152	460	356	195	562	2510	1878	1793	1447	454	551	391	586	260	415	512	353	3813	3389	1710	1171	937	1416	2012	1515	858	1640	1733	1163	1482	805	641	491	354	2377	1712	1518
EQU24_RS13275	660	242	256	568	160	302	258	755	706	255	660	3291	2451	2586	2228	795	967	676	1035	375	664	845	568	5911	4938	2651	1667	1305	1943	3304	2333	1392	2556	1969	2331	1934	1222	805	498	426	3355	2528	2349
EQU24_RS13280	741	76	138	230	64	261	193	404	367	172	470	3455	2337	2544	2441	1094	1279	1014	1293	495	855	1001	690	6487	4674	2472	1830	1759	2003	3020	2381	1662	2456	2567	1636	2464	2006	1372	674	738	3239	2305	2141
EQU24_RS13285	567	46	94	495	25	166	136	791	675	92	275	1461	1074	949	955	334	367	347	405	251	319	397	232	2788	2644	986	648	508	737	1052	874	506	848	811	456	565	565	422	276	214	1200	911	850
EQU24_RS13290	795	197	227	1344	85	175	144	1960	1800	194	684	3912	2960	2548	2185	400	390	378	562	197	333	472	277	6342	5451	2149	1501	1933	2531	4240	3556	2076	3504	1618	1183	1128	1153	816	463	426	4510	3712	3556
EQU24_RS13295	1023	112	206	751	83	180	118	1089	795	184	939	2374	1631	1681	1481	479	513	390	527	248	352	459	328	5339	4814	2239	1449	1327	1884	3289	2556	1424	2639	1637	691	1028	895	959	512	474	4377	3099	2938
EQU24_RS13300	474	284	376	1202	146	201	167	1595	1355	196	966	2434	1777	1416	1287	452	551	315	761	232	340	468	266	5370	4728	2212	1285	933	1243	2565	2673	1364	2792	1324	1317	1108	919	752	519	414	4202	3291	3141
EQU24_RS13305	696	427	452	2621	188	268	233	3118	2895	280	1665	10130	6475	5584	5099	1143	1508	915	1792	540	801	1095	737	10068	9859	4219	2421	2185	3179	4832	5585	2888	5603	2777	2249	2096	1587	1133	645	638	8679	6654	6278
EQU24_RS13310	279	586	688	1075	359	270	250	1189	914	561	2445	2848	1985	1666	1553	982	1367	844	1705	523	647	906	772	11171	9900	5367	3593	2835	4378	6058	6534	3659	7383	4313	3875	2569	1915	1330	1015	557	10491	7411	6372
EQU24_RS13315	1281	5253	4888	20396	2887	1635	1370	19680	14398	2598	12962	37326	26576	19810	17031	7755	11942	7031	16058	3910	5436	7827	5762	99357	95904	43256	29843	24349	36617	57785	57435	29667	58340	26101	33930	24638	18000	13918	8076	4788	83800	57495	54363
EQU24_RS13320	834	680	707	2902	384	306	268	2627	1770	455	2154	7957	5911	5076	4084	1741	2520	1449	2788	909	1277	1503	1420	18250	16640	7952	5180	7089	9347	15325	11280	6470	11071	5805	5237	6247	3621	2769	1718	1369	16745	11895	11060
EQU24_RS13325	1635	660	717	1028	303	663	487	1020	797	486	2080	15492	10318	10251	9064	2624	3421	2494	3552	1357	2047	2298	2163	25991	22107	14315	10838	8085	11372	16934	12633	8064	14718	9027	7748	9847	5196	5061	3224	2943	25854	17097	14681
EQU24_RS13330	1362	129	301	625	151	642	374	1179	798	432	866	6732	4670	5349	4525	1602	1613	1568	1388	1149	1693	1847	1076	5295	4560	2051	1334	1250	1692	2675	2122	1359	2287	2304	1233	1449	1535	1338	942	818	2882	2154	1977
EQU24_RS13335	252	1954	2124	678	1714	5075	4321	863	656	2833	962	24248	15452	18519	13512	5878	4404	3094	3317	3069	4020	5269	1639	7776	6707	2381	1893	558	988	1611	1422	638	1282	4079	11736	2417	3336	1529	1143	938	1431	1064	952
EQU24_RS13340	861	171	249	447	122	433	411	485	415	345	517	18979	9678	13259	9607	1007	870	838	691	531	858	1129	540	3324	2913	1562	1186	763	898	1163	1033	845	1217	2562	997	1338	1088	823	557	409	1823	1330	1124
EQU24_RS13345	549	3871	5518	2174	1309	1279	913	2443	1183	2716	4899	25866	18211	14739	13383	17606	24127	14027	20794	7782	12427	15988	12028	61642	60401	25724	17734	8994	13059	19604	22923	12873	23889	15363	19988	11990	12768	6365	3345	2062	26981	18980	18400
EQU24_RS13350	807	412	707	887	431	1217	842	953	595	774	1337	10692	7090	7228	6464	2555	3286	2351	2577	1354	2212	2672	2137	9922	8823	3794	2444	2074	2893	4355	3636	2035	3663	3418	2724	2517	2440	2175	1163	1008	4908	3513	3355
EQU24_RS13355	531	241	385	451	203	491	333	542	359	372	756	7777	5835	5185	4645	1348	1531	1192	1575	615	1052	1501	868	6203	5367	2685	1784	1094	1521	2482	2129	1368	2073	2543	1583	1443	1327	1405	789	785	2793	2343	2112
EQU24_RS13360	1290	656	1018	1533	687	784	660	1639	1239	645	1311	7725	5764	5473	4509	1875	2382	1800	2503	856	1427	2085	1421	10393	9609	4456	2527	2353	2988	4859	3852	2285	3876	3377	2956	2389	2197	2580	1173	1317	4789	4306	3846
EQU24_RS13365	444	236	360	315	221	341	272	336	201	231	524	235	191	182	152	766	887	716	854	342	561	659	516	4925	4383	2007	1236	773	1043	1823	1399	849	1554	1199	1405	978	826	704	359	284	1975	1683	1659
EQU24_RS13370	432	265	398	268	234	516	407	309	203	223	680	3391	2404	3015	2591	1576	1449	1419	1436	1177	1654	1759	808	5059	4456	1934	1175	939	1232	2028	1743	1163	1866	1942	1478	1577	1830	837	600	425	2546	1757	1782
EQU24_RS13375	1482	911	1249	2168	1108	1457	1026	2601	2094	1049	1334	10970	7946	7755	7289	8814	5739	8083	4451	11126	15204	11218	3364	10064	9607	3967	2446	2411	3157	5001	5214	2737	5052	3605	5698	3866	5026	2744	1418	2358	5854	4321	4079
EQU24_RS13380	1278	392	680	1188	445	687	487	1529	1171	607	751	8800	6197	6705	5875	2454	2119	2313	1958	2214	3239	3160	1372	5870	5899	2225	1355	1299	1985	2964	2903	1516	2793	2473	1555	1538	2183	1454	887	1008	3303	2533	2389
EQU24_RS13385	2127	1074	1666	1314	966	1686	1127	1565	1051	1290	1543	11775	8423	8992	7671	2422	2866	2380	2843	1551	2212	2968	2278	11125	9507	4278	2920	2093	3068	4577	3913	2385	4135	4093	2220	2506	2676	2866	1802	1496	5224	3956	3608
EQU24_RS13390	1992	695	1146	1181	747	1514	1034	1672	1086	1062	1515	15272	11110	11732	10593	2017	2445	1892	2080	1170	1818	2230	1666	10431	9375	3936	2545	2209	3248	4758	3928	2099	3878	4386	2158	2339	2758	3021	1879	1853	4755	3571	3546
EQU24_RS13395	624	115	264	310	164	385	285	416	280	238	446	1336	1084	1050	820	542	658	499	500	343	474	571	458	1828	1504	765	572	383	605	1069	674	373	761	752	685	528	451	380	347	188	1079	735	634
EQU24_RS13400	1029	319	502	678	394	594	399	840	475	345	672	3287	2391	2231	1861	1107	1376	1110	1230	581	1012	1381	963	3634	3304	1336	983	858	1121	1953	1389	840	1513	1193	1635	1166	996	850	483	283	2028	1476	1367
EQU24_RS13405	666	172	244	161	186	342	283	240	160	213	480	1128	788	755	692	993	1298	897	1122	608	880	1146	933	3011	2642	1117	769	780	785	1269	986	856	1079	930	1175	1003	799	675	314	254	1422	1123	956
EQU24_RS13410	1638	325	521	679	302	550	416	745	477	426	1078	4851	3540	3717	3210	1404	1661	1424	1521	818	1333	1625	1104	5609	5023	2453	1436	1238	1638	2922	2210	1413	2362	2110	1490	1362	1289	1482	785	837	3391	2795	2527
EQU24_RS13415	1275	169	215	185	113	712	452	359	287	322	697	6495	4321	4939	4238	1815	1949	1706	1883	1259	1881	2250	1341	6856	6364	2195	1496	1092	1356	1923	1640	1100	1786	1738	1210	1506	1853	1590	759	665	2037	1499	1362
EQU24_RS13425	534	416	591	280	373	1617	1017	418	254	650	842	4680	3730	4717	3614	2793	3247	2363	2687	1299	2039	2605	1908	7095	6205	2957	1943	1295	1842	2695	2268	1305	2396	2447	1053	2558	2941	1694	1107	1044	2053	1758	1645
EQU24_RS13430	2430	384	580	405	277	904	529	393	289	431	767	4728	3435	2916	2759	1473	1756	1582	1472	1049	1634	2030	1232	5584	5475	1583	1200	755	1199	1769	1832	841	1917	1110	1514	1003	985	993	714	495	2623	1866	1716
EQU24_RS13435	1662	975	1085	1280	794	971	740	1198	1067	887	1004	7829	5859	4579	4008	2192	2684	2288	3175	1150	1954	3081	1578	9893	9548	3879	2152	2198	3212	4908	4615	2368	4497	2411	1995	1797	1966	3111	1795	1760	5745	4400	4244
EQU24_RS13440	1407	391	491	988	420	320	272	1018	851	312	494	4368	3127	2642	2302	765	905	818	1095	379	715	1094	545	3635	3318	1448	851	980	1076	1709	1812	1195	1727	1336	946	707	994	1085	520	413	2175	1730	1574
EQU24_RS13445	2256	757	1061	2374	1011	729	622	2669	2207	892	1090	7778	5860	4912	4397	1637	1885	1659	2491	884	1396	2352	1186	10030	9599	3680	2218	2480	3152	5070	4780	2773	4552	2987	2048	1713	2263	2882	1534	1384	5424	4347	3984
EQU24_RS13450	330	40	63	114	27	93	65	187	109	71	79	111	84	75	95	64	97	91	118	45	82	118	57	1823	1892	620	371	319	423	838	662	348	623	431	218	199	284	510	156	267	622	624	563
EQU24_RS13455	483	135	170	351	128	269	184	400	360	142	262	2601	1858	1400	1433	734	859	730	869	372	617	817	545	2878	2394	937	579	674	962	1384	1262	740	1302	858	400	520	708	796	519	643	1399	1209	1093
EQU24_RS13460	903	164	219	490	119	415	317	758	657	209	355	1938	1438	1266	1275	1150	1360	1165	1361	607	1035	1517	965	5198	4760	2057	1079	1128	1382	2453	2023	1320	2101	1441	620	847	1026	1365	607	914	2320	1952	1839
EQU24_RS13465	1323	212	287	470	151	663	486	744	478	223	452	9229	6601	5923	5533	1938	2163	1804	1806	1077	1775	2338	1414	4504	4233	1566	980	761	879	1507	1364	787	1396	1664	1097	1116	1203	1027	406	574	1399	1191	1059
EQU24_RS13470	1206	183	326	465	186	471	429	581	420	191	254	5986	4490	3296	2868	1149	1137	1096	1158	624	946	1480	744	3602	3574	1323	755	607	883	1374	1108	533	1101	1125	955	939	1085	701	330	417	1238	983	896
EQU24_RS13475	1398	119	160	414	105	258	186	748	695	133	218	1843	1300	1298	1100	587	671	638	650	515	663	725	447	1862	1766	737	443	417	550	979	689	399	709	658	341	385	557	481	272	294	817	628	653
EQU24_RS13480	687	40	79	119	47	149	92	201	155	71	159	625	494	505	434	398	430	382	351	353	462	481	259	1033	950	389	257	214	325	511	411	230	392	297	201	211	317	243	141	127	512	322	351
EQU24_RS13485	894	27	50	66	36	92	79	201	190	36	86	942	704	667	617	287	262	191	224	159	243	248	173	601	541	223	145	169	141	266	231	196	200	225	185	143	171	180	74	123	267	186	208
EQU24_RS13490	816	56	90	122	68	137	80	259	199	83	152	1100	718	707	692	246	281	245	276	138	215	291	157	608	530	228	174	159	205	287	247	153	262	279	295	203	166	99	63	62	323	234	218
EQU24_RS13495	2781	60	71	569	74	273	202	1147	1110	137	343	2046	1419	1614	1612	609	774	568	648	389	603	736	464	2195	1905	743	414	453	609	985	776	439	820	721	298	309	377	720	358	524	964	724	604
EQU24_RS13500	351	16	7	28	4	24	25	44	46	10	24	283	173	209	179	70	54	48	74	46	60	93	45	227	195	74	61	45	84	123	91	51	93	56	53	38	52	61	41	49	117	81	73
EQU24_RS13505	1254	35	92	365	53	127	107	530	515	105	122	667	452	478	450	214	196	203	181	183	257	299	171	921	874	383	212	221	336	521	342	209	406	324	213	244	205	222	152	171	461	368	303
EQU24_RS13510	282	16	32	141	15	168	111	150	120	53	100	803	525	598	535	195	191	214	168	181	249	288	188	545	566	212	133	83	152	178	136	89	137	190	72	146	158	147	71	79	195	170	147
EQU24_RS13515	303	121	138	156	117	761	461	160	123	176	368	760	598	608	582	791	916	740	795	509	797	940	636	2209	1861	786	503	308	488	698	734	408	811	550	511	361	408	448	292	211	945	715	732
EQU24_RS13520	273	74	100	120	77	400	261	160	117	127	298	75	39	49	51	359	394	343	357	274	353	442	332	1476	1431	582	408	241	384	477	530	284	599	534	319	250	316	430	279	205	801	594	502
EQU24_RS13525	846	103	298	565	225	311	288	609	582	294	174	2655	2124	1922	1551	759	753	851	582	668	992	1130	483	2249	2291	915	522	350	430	758	583	382	606	857	771	539	704	405	179	192	571	510	494
EQU24_RS13530	546	117	231	363	215	231	256	385	367	192	107	1485	1011	1048	789	785	771	753	551	759	1073	1152	541	1173	966	421	253	227	284	414	336	256	383	578	681	338	470	147	98	82	408	301	295
EQU24_RS13535	1464	302	707	1197	652	814	800	1130	946	431	321	3050	2188	1916	1558	2756	2434	2739	1806	2431	3640	3753	1596	4564	4070	1601	1063	854	979	1689	1123	764	1277	1783	2759	1299	1426	797	405	348	1306	1135	959
EQU24_RS13540	2685	667	1258	1006	1063	1515	1382	1013	761	898	1292	9469	6745	6741	5684	4560	4674	4801	4045	4547	6086	6883	3291	9198	8158	3683	2474	1915	2367	3704	2958	1937	3075	4146	4703	2833	3114	1859	940	963	3674	2627	2489
EQU24_RS13545	1401	472	797	411	403	1454	842	476	353	662	1135	7432	5266	5934	5198	2765	2646	2591	2067	2362	3417	2721	1935	5309	4698	2196	1373	1215	1993	2752	1692	1092	1855	2227	1752	1794	2263	1277	949	827	2411	1768	1678
EQU24_RS13550	687	65	128	119	92	177	112	125	127	125	220	1628	1088	1102	1023	417	505	408	483	223	364	512	346	1375	1345	525	349	404	423	791	615	390	566	632	360	406	418	366	300	195	736	605	515
EQU24_RS13555	2139	377	633	905	411	841	616	1022	939	506	1061	5931	4512	4415	4043	2166	2622	2097	2383	1284	2001	2432	2073	7792	6838	2927	1953	1737	2179	3623	2883	2043	3234	2705	1608	1580	1841	2314	1306	1082	3948	3034	2771
EQU24_RS13560	288	807	2210	20	453	1408	814	43	31	759	818	1106	711	909	887	6851	5796	3922	3141	3856	5087	5812	2994	5205	4414	1875	1212	623	965	1222	1298	677	1296	2368	1333	1302	1670	1391	825	1098	1385	1176	1050
EQU24_RS13565	1203	191	391	469	252	1191	798	716	614	402	1091	6222	4494	4621	4096	1643	1957	1621	1941	1146	1651	2140	1500	5299	5400	1821	1113	604	1060	1694	1585	767	1699	1455	866	808	1071	1154	729	709	2177	1622	1426
EQU24_RS13570	816	116	269	210	138	469	344	373	299	212	443	3501	2496	2502	2352	836	934	813	983	611	845	1088	730	2452	2518	872	585	399	536	788	814	441	745	872	577	601	817	495	289	271	1048	672	658
EQU24_RS13575	1929	1839	2769	1783	2099	2130	1573	1807	1099	1878	3321	37751	26623	23040	19611	7789	9823	7681	8985	3832	6372	9321	5513	20194	20330	6395	4460	3020	4262	6653	5579	2631	5623	6494	9064	5101	4679	2508	1360	1321	6661	5053	4817
EQU24_RS13580	2628	799	1070	1948	897	1415	1037	2214	1689	1103	1494	13713	9359	9970	8813	2686	2919	2451	2899	1507	2296	3053	1755	11710	10830	4211	2613	2375	3500	5362	3942	2178	4039	4603	3624	3316	3154	1946	1065	1003	4584	3823	3677
EQU24_RS13585	813	451	487	459	330	560	447	591	613	628	1096	16017	12316	16417	14789	2420	2744	2494	2794	1614	2379	2853	1978	6760	6343	2677	1863	1956	2584	3657	2974	1745	3027	5152	4276	3201	2729	1233	662	647	3474	2539	2463
EQU24_RS13590	885	1577	1522	354	863	1257	678	477	261	1209	1791	8581	6310	6267	5221	2707	4163	2753	3715	1192	2124	2809	2648	8198	6839	3195	2445	977	1574	2282	2616	1394	2846	3175	3889	2098	2299	1063	679	405	3010	2249	2166
EQU24_RS13595	387	80	134	69	35	253	159	169	123	150	214	3105	1983	1976	1689	893	1148	811	1054	482	751	870	792	2684	2402	1078	738	306	474	751	735	385	796	563	501	500	542	460	239	220	1007	733	641
EQU24_RS13600	1455	213	290	444	134	295	262	644	573	280	691	5805	4046	3992	3866	976	1260	1155	1336	478	848	1204	755	5066	4586	2321	1351	1424	1636	2616	2219	1463	2318	2251	1746	1492	1263	1233	685	602	3108	2254	1997
EQU24_RS13605	1071	232	261	544	157	188	182	616	524	307	426	4663	3572	2705	2535	629	639	556	811	290	570	779	361	4248	4333	1793	1046	1192	1486	2694	1883	1134	1867	1399	1026	1163	958	1180	577	499	2271	1735	1646
EQU24_RS13610	1269	319	453	1109	267	577	428	1331	931	616	760	8740	6262	5491	4890	1540	1769	1540	1882	1042	1669	2103	1206	6228	5879	2337	1298	1980	2581	4452	2834	1662	2770	1969	1253	1688	1490	1448	854	931	3389	2470	2427
EQU24_RS13615	411	308	509	371	298	1512	691	435	252	610	1139	9914	6456	9095	7910	2238	2276	1842	1507	1572	2020	1778	1564	4781	4235	1749	1330	727	958	1382	1281	693	1241	1803	1239	1180	1470	988	774	563	1738	1208	1157
EQU24_RS22430	249	45	85	124	39	341	201	163	119	186	507	1792	1087	1632	1545	852	613	764	418	818	1304	784	352	1034	1047	368	189	293	322	459	336	177	323	504	185	456	650	304	196	139	347	298	277
EQU24_RS13625	450	95	151	280	106	524	312	338	341	304	1118	2408	1625	2338	2232	2105	1161	1990	908	2783	3687	2657	795	1619	1516	516	358	626	815	1107	561	367	626	1204	467	721	1660	404	229	303	744	606	506
EQU24_RS13630	1551	588	634	582	387	925	607	681	420	570	1414	6653	4798	4957	4057	1712	2178	1593	2072	923	1481	1888	1280	8775	7526	3311	1934	2161	2948	4204	3427	2097	3468	2690	2573	2513	1816	1323	808	671	4555	3661	3526
EQU24_RS13635	894	232	316	206	220	430	336	197	148	233	480	2488	1705	1860	1697	899	964	809	1002	435	739	1060	537	3499	3340	1309	756	781	979	1458	1475	862	1515	1036	621	716	799	945	534	701	1917	1441	1352
EQU24_RS13640	258	216	281	51	68	521	383	96	54	163	608	2704	1788	1884	1734	1251	1512	1347	1659	568	901	1126	944	5017	3962	2007	1392	946	1843	2302	2494	1186	2637	1535	876	1460	1516	810	773	723	3726	2533	2443
EQU24_RS13645	678	34	95	102	38	907	854	102	83	98	175	1096	649	804	740	359	364	324	420	211	338	439	252	1503	1504	545	347	419	609	803	608	398	656	476	270	409	340	353	204	188	767	554	571
EQU24_RS13650	738	45	95	127	38	1658	1598	170	144	96	127	710	476	482	457	278	293	280	297	201	312	324	193	1035	961	455	325	227	317	567	396	200	367	268	314	269	227	193	113	143	533	345	367
EQU24_RS13655	1296	47	81	173	55	1746	2073	223	206	97	185	873	646	676	627	373	430	384	422	291	444	560	314	1460	1210	485	308	288	389	601	466	304	462	445	248	294	261	377	222	242	605	386	329
EQU24_RS13660	1383	41	41	54	35	2332	2196	101	137	47	118	648	402	477	465	235	247	205	197	198	269	254	126	619	580	217	154	150	188	274	221	146	203	208	161	139	158	165	106	99	284	219	220
EQU24_RS13670	1047	43	50	42	44	6419	5134	117	134	87	177	804	510	653	652	274	254	226	194	218	301	265	154	559	503	203	136	107	197	217	209	126	222	278	158	168	171	127	107	121	251	200	169
EQU24_RS13675	1908	71	88	92	64	536	556	356	375	101	201	1832	1343	1250	1132	471	504	471	449	387	621	685	313	1224	1278	441	311	206	312	505	459	214	405	379	350	252	330	289	173	220	542	404	321
EQU24_RS13680	774	68	109	109	57	396	281	291	231	139	338	1704	1256	1206	1351	833	1085	908	1074	479	818	977	622	3297	2956	1152	811	389	610	948	1044	533	1062	509	516	625	493	665	376	243	1361	970	891
EQU24_RS13685	1125	141	165	177	74	276	208	380	343	134	373	4105	2629	2430	2473	793	897	704	1005	387	616	805	555	3568	3627	1193	775	558	777	1223	1175	531	1101	820	747	722	671	720	452	457	1416	1093	971
EQU24_RS13690	1077	109	228	150	85	497	321	260	178	166	704	3819	2518	3116	2760	727	797	760	815	357	634	868	570	4208	3967	1394	871	689	1023	1467	1178	726	1307	1537	744	1031	1048	819	645	497	1545	1199	1079
EQU24_RS13695	1755	234	299	1209	263	488	405	1790	1631	571	805	6818	4747	4678	4445	1195	1341	1205	1436	754	1326	1571	748	5344	5068	2022	1155	1507	1725	2948	2274	1326	2221	1768	1227	1440	1301	1223	638	985	2563	2143	2054
EQU24_RS13700	363	62	80	283	81	126	108	431	370	163	213	629	450	419	457	248	235	221	293	168	266	370	135	751	711	288	195	205	247	384	335	230	310	230	316	218	220	112	64	81	495	363	356
EQU24_RS13710	1191	175	173	882	224	249	167	1334	1224	601	580	1743	1174	1006	1119	431	442	395	498	263	560	492	207	2495	2301	877	528	686	798	1306	1047	614	938	477	445	552	539	663	269	514	1279	1238	1169
EQU24_RS13715	480	86	99	203	82	67	54	307	204	247	259	340	302	292	329	205	257	203	326	157	248	300	185	1626	1422	453	299	387	712	995	675	366	752	288	263	249	172	299	209	322	1078	899	866
EQU24_RS13720	351	22	24	185	29	94	94	307	329	96	125	1076	747	773	799	176	207	239	262	71	170	247	131	2827	2170	827	561	519	739	1470	1082	590	1127	454	347	414	437	683	220	698	1378	1134	1222
EQU24_RS13725	195	9	13	193	1	76	31	230	144	21	77	468	333	399	379	189	233	182	205	119	168	183	212	1223	1029	434	339	117	277	356	410	145	460	450	127	238	263	167	174	125	807	474	395
EQU24_RS13730	390	85	140	363	52	392	261	455	328	167	396	5251	3390	3984	3546	711	782	662	690	373	584	713	565	3699	3275	1425	994	528	965	1133	1220	576	1251	1413	499	924	864	661	448	382	1605	1145	1066
EQU24_RS13735	216	88	152	200	68	259	208	231	152	132	291	2313	1577	1596	1471	423	455	438	634	187	371	579	302	3468	3273	1465	884	690	964	1311	1265	675	1263	987	552	719	612	594	278	301	1758	1216	1119
EQU24_RS13740	498	308	384	784	256	494	366	802	612	311	819	4596	3032	3340	2951	910	1106	885	1176	494	789	1059	744	6091	5433	3097	2089	1983	2075	3038	2833	2186	2979	2615	1697	2087	1648	1386	602	696	4061	2956	2905
EQU24_RS13745	357	225	281	143	142	337	275	175	93	199	569	3820	2689	2944	2569	449	550	453	940	270	431	761	383	4869	3320	2545	1967	1290	1783	2458	2292	1487	2723	2313	1422	1801	1260	652	623	345	4382	2965	2621
EQU24_RS13750	615	192	214	576	143	247	164	570	424	207	704	4446	3093	3160	2769	593	699	463	839	318	490	639	471	4757	4444	2105	1190	1718	1929	3002	2439	1579	2302	1780	1100	1788	1330	1103	507	527	3205	2402	2336
EQU24_RS13755	1257	1008	1395	2419	724	1051	990	2264	1634	942	2760	9684	6995	6833	5650	3140	4126	3017	4338	1550	2702	3503	2393	18284	16331	7791	4830	5887	7156	12384	9366	5959	9370	6195	6853	6215	4696	2976	1531	1690	12658	9791	9425
EQU24_RS13760	738	398	659	886	321	993	670	875	578	500	1812	3950	2665	2698	2290	2908	3900	2816	3325	1672	2677	3022	2742	15950	14950	5773	4121	3504	5396	7793	6807	3824	7103	4898	4908	4568	3449	2286	1435	1149	10373	6827	6560
EQU24_RS13765	306	171	303	177	155	401	219	220	99	200	808	2391	1658	1806	1601	1493	2069	1259	1603	939	1336	1334	1636	7969	7201	3115	2386	1156	2328	3394	3394	1385	3461	2183	1669	1956	1594	1376	945	732	5032	3247	2965
EQU24_RS13770	339	36	61	15	34	163	104	57	33	82	317	6013	3220	4441	3705	474	544	447	509	277	439	549	294	3936	3681	1051	628	517	1238	1155	1037	482	1285	1565	391	1405	1142	450	345	792	1707	1134	1022
